utc_arrival,arrival_epoch,ppa_key,measurement_datetime_raw,measurement_value_raw,measurement_flags_raw,measurement_signalid_raw,measurement_repr,measurement_dict,metadata_repr,metadata_dict
2026-02-04 18:58:18.864,1770231498.864037,2108,"datetime.datetime(2026, 2, 4, 18, 58, 22, 950000, tzinfo=datetime.timezone.utc)",np.float64(60.03898620605469),<StateFlags.NORMAL: 0>,UUID('d424d2b3-7d76-4aa0-b81f-4b002fabdb5b'),d424d2b3-7d76-4aa0-b81f-4b002fabdb5b @ 2026-02-04 18:58:22.950 = 60.039 (0),"{'signalid': UUID('d424d2b3-7d76-4aa0-b81f-4b002fabdb5b'), 'value': np.float64(60.03898620605469), 'timestamp': np.uint64(639058283029500000), 'flags': <StateFlags.NORMAL: 0>, '_signalindexcache': <sttp.transport.signalindexcache.SignalIndexCache object at 0x000001F332B6B3B0>, '_includetime': True, '_usemillisecondresolution': True, '_basetimeoffsets': array([0, 0]), '_timeindex': 0, '_usingbasetimeoffset': False}",<sttp.metadata.record.measurement.MeasurementRecord object at 0x000001F331F02A80>,"{'_signalid': UUID('d424d2b3-7d76-4aa0-b81f-4b002fabdb5b'), '_adder': np.float64(0.0), '_multiplier': np.float64(1.0), '_id': np.uint64(2108), '_source': 'PPA', '_signaltypename': 'UNKN', '_signaltype': <SignalType.UNKN: -1>, '_signalreference': '', '_pointtag': '', '_deviceacronym': '', '_description': '', '_updatedOn': datetime.datetime(1, 1, 1, 0, 0, tzinfo=datetime.timezone.utc), 'device': None, 'phasor': None}"
2026-02-04 18:58:18.871,1770231498.871035,477,"datetime.datetime(2026, 2, 4, 18, 58, 22, 966672, tzinfo=datetime.timezone.utc)",np.float64(60.0372314453125),<StateFlags.NORMAL: 0>,UUID('f10d543c-14bb-44e2-8b41-c8dc4830754a'),f10d543c-14bb-44e2-8b41-c8dc4830754a @ 2026-02-04 18:58:22.966 = 60.037 (0),"{'signalid': UUID('f10d543c-14bb-44e2-8b41-c8dc4830754a'), 'value': np.float64(60.0372314453125), 'timestamp': np.uint64(639058283029666667), 'flags': <StateFlags.NORMAL: 0>, '_signalindexcache': <sttp.transport.signalindexcache.SignalIndexCache object at 0x000001F332B6B3B0>, '_includetime': True, '_usemillisecondresolution': True, '_basetimeoffsets': array([0, 0]), '_timeindex': 0, '_usingbasetimeoffset': False}",<sttp.metadata.record.measurement.MeasurementRecord object at 0x000001F331F00050>,"{'_signalid': UUID('f10d543c-14bb-44e2-8b41-c8dc4830754a'), '_adder': np.float64(0.0), '_multiplier': np.float64(1.0), '_id': np.uint64(477), '_source': 'PPA', '_signaltypename': 'UNKN', '_signaltype': <SignalType.UNKN: -1>, '_signalreference': '', '_pointtag': '', '_deviceacronym': '', '_description': '', '_updatedOn': datetime.datetime(1, 1, 1, 0, 0, tzinfo=datetime.timezone.utc), 'device': None, 'phasor': None}"
2026-02-04 18:58:18.878,1770231498.878549,2423,"datetime.datetime(2026, 2, 4, 18, 58, 22, 880000, tzinfo=datetime.timezone.utc)",np.float64(50.02338790893555),<StateFlags.NORMAL: 0>,UUID('9f7d2122-96d4-4858-8722-26dd2bd4777a'),9f7d2122-96d4-4858-8722-26dd2bd4777a @ 2026-02-04 18:58:22.880 = 50.023 (0),"{'signalid': UUID('9f7d2122-96d4-4858-8722-26dd2bd4777a'), 'value': np.float64(50.02338790893555), 'timestamp': np.uint64(639058283028800000), 'flags': <StateFlags.NORMAL: 0>, '_signalindexcache': <sttp.transport.signalindexcache.SignalIndexCache object at 0x000001F332B6B3B0>, '_includetime': True, '_usemillisecondresolution': True, '_basetimeoffsets': array([0, 0]), '_timeindex': 0, '_usingbasetimeoffset': False}",<sttp.metadata.record.measurement.MeasurementRecord object at 0x000001F331F029F0>,"{'_signalid': UUID('9f7d2122-96d4-4858-8722-26dd2bd4777a'), '_adder': np.float64(0.0), '_multiplier': np.float64(1.0), '_id': np.uint64(2423), '_source': 'PPA', '_signaltypename': 'UNKN', '_signaltype': <SignalType.UNKN: -1>, '_signalreference': '', '_pointtag': '', '_deviceacronym': '', '_description': '', '_updatedOn': datetime.datetime(1, 1, 1, 0, 0, tzinfo=datetime.timezone.utc), 'device': None, 'phasor': None}"
2026-02-04 18:58:18.878,1770231498.878549,2108,"datetime.datetime(2026, 2, 4, 18, 58, 22, 966672, tzinfo=datetime.timezone.utc)",np.float64(60.04113006591797),<StateFlags.NORMAL: 0>,UUID('d424d2b3-7d76-4aa0-b81f-4b002fabdb5b'),d424d2b3-7d76-4aa0-b81f-4b002fabdb5b @ 2026-02-04 18:58:22.966 = 60.041 (0),"{'signalid': UUID('d424d2b3-7d76-4aa0-b81f-4b002fabdb5b'), 'value': np.float64(60.04113006591797), 'timestamp': np.uint64(639058283029666667), 'flags': <StateFlags.NORMAL: 0>, '_signalindexcache': <sttp.transport.signalindexcache.SignalIndexCache object at 0x000001F332B6B3B0>, '_includetime': True, '_usemillisecondresolution': True, '_basetimeoffsets': array([0, 0]), '_timeindex': 0, '_usingbasetimeoffset': False}",<sttp.metadata.record.measurement.MeasurementRecord object at 0x000001F331F02A80>,"{'_signalid': UUID('d424d2b3-7d76-4aa0-b81f-4b002fabdb5b'), '_adder': np.float64(0.0), '_multiplier': np.float64(1.0), '_id': np.uint64(2108), '_source': 'PPA', '_signaltypename': 'UNKN', '_signaltype': <SignalType.UNKN: -1>, '_signalreference': '', '_pointtag': '', '_deviceacronym': '', '_description': '', '_updatedOn': datetime.datetime(1, 1, 1, 0, 0, tzinfo=datetime.timezone.utc), 'device': None, 'phasor': None}"
2026-02-04 18:58:18.889,1770231498.889063,477,"datetime.datetime(2026, 2, 4, 18, 58, 22, 983336, tzinfo=datetime.timezone.utc)",np.float64(60.038021087646484),<StateFlags.NORMAL: 0>,UUID('f10d543c-14bb-44e2-8b41-c8dc4830754a'),f10d543c-14bb-44e2-8b41-c8dc4830754a @ 2026-02-04 18:58:22.983 = 60.038 (0),"{'signalid': UUID('f10d543c-14bb-44e2-8b41-c8dc4830754a'), 'value': np.float64(60.038021087646484), 'timestamp': np.uint64(639058283029833333), 'flags': <StateFlags.NORMAL: 0>, '_signalindexcache': <sttp.transport.signalindexcache.SignalIndexCache object at 0x000001F332B6B3B0>, '_includetime': True, '_usemillisecondresolution': True, '_basetimeoffsets': array([0, 0]), '_timeindex': 0, '_usingbasetimeoffset': False}",<sttp.metadata.record.measurement.MeasurementRecord object at 0x000001F331F00050>,"{'_signalid': UUID('f10d543c-14bb-44e2-8b41-c8dc4830754a'), '_adder': np.float64(0.0), '_multiplier': np.float64(1.0), '_id': np.uint64(477), '_source': 'PPA', '_signaltypename': 'UNKN', '_signaltype': <SignalType.UNKN: -1>, '_signalreference': '', '_pointtag': '', '_deviceacronym': '', '_description': '', '_updatedOn': datetime.datetime(1, 1, 1, 0, 0, tzinfo=datetime.timezone.utc), 'device': None, 'phasor': None}"
2026-02-04 18:58:18.927,1770231498.927609,2108,"datetime.datetime(2026, 2, 4, 18, 58, 22, 983336, tzinfo=datetime.timezone.utc)",np.float64(60.03791427612305),<StateFlags.NORMAL: 0>,UUID('d424d2b3-7d76-4aa0-b81f-4b002fabdb5b'),d424d2b3-7d76-4aa0-b81f-4b002fabdb5b @ 2026-02-04 18:58:22.983 = 60.038 (0),"{'signalid': UUID('d424d2b3-7d76-4aa0-b81f-4b002fabdb5b'), 'value': np.float64(60.03791427612305), 'timestamp': np.uint64(639058283029833333), 'flags': <StateFlags.NORMAL: 0>, '_signalindexcache': <sttp.transport.signalindexcache.SignalIndexCache object at 0x000001F332B6B3B0>, '_includetime': True, '_usemillisecondresolution': True, '_basetimeoffsets': array([0, 0]), '_timeindex': 0, '_usingbasetimeoffset': False}",<sttp.metadata.record.measurement.MeasurementRecord object at 0x000001F331F02A80>,"{'_signalid': UUID('d424d2b3-7d76-4aa0-b81f-4b002fabdb5b'), '_adder': np.float64(0.0), '_multiplier': np.float64(1.0), '_id': np.uint64(2108), '_source': 'PPA', '_signaltypename': 'UNKN', '_signaltype': <SignalType.UNKN: -1>, '_signalreference': '', '_pointtag': '', '_deviceacronym': '', '_description': '', '_updatedOn': datetime.datetime(1, 1, 1, 0, 0, tzinfo=datetime.timezone.utc), 'device': None, 'phasor': None}"
2026-02-04 18:58:18.927,1770231498.927609,2423,"datetime.datetime(2026, 2, 4, 18, 58, 22, 899992, tzinfo=datetime.timezone.utc)",np.float64(50.01951217651367),<StateFlags.NORMAL: 0>,UUID('9f7d2122-96d4-4858-8722-26dd2bd4777a'),9f7d2122-96d4-4858-8722-26dd2bd4777a @ 2026-02-04 18:58:22.899 = 50.020 (0),"{'signalid': UUID('9f7d2122-96d4-4858-8722-26dd2bd4777a'), 'value': np.float64(50.01951217651367), 'timestamp': np.uint64(639058283029000000), 'flags': <StateFlags.NORMAL: 0>, '_signalindexcache': <sttp.transport.signalindexcache.SignalIndexCache object at 0x000001F332B6B3B0>, '_includetime': True, '_usemillisecondresolution': True, '_basetimeoffsets': array([0, 0]), '_timeindex': 0, '_usingbasetimeoffset': False}",<sttp.metadata.record.measurement.MeasurementRecord object at 0x000001F331F029F0>,"{'_signalid': UUID('9f7d2122-96d4-4858-8722-26dd2bd4777a'), '_adder': np.float64(0.0), '_multiplier': np.float64(1.0), '_id': np.uint64(2423), '_source': 'PPA', '_signaltypename': 'UNKN', '_signaltype': <SignalType.UNKN: -1>, '_signalreference': '', '_pointtag': '', '_deviceacronym': '', '_description': '', '_updatedOn': datetime.datetime(1, 1, 1, 0, 0, tzinfo=datetime.timezone.utc), 'device': None, 'phasor': None}"
2026-02-04 18:58:18.928,1770231498.928609,477,"datetime.datetime(2026, 2, 4, 18, 58, 23, tzinfo=datetime.timezone.utc)",np.float64(60.03849792480469),<StateFlags.NORMAL: 0>,UUID('f10d543c-14bb-44e2-8b41-c8dc4830754a'),f10d543c-14bb-44e2-8b41-c8dc4830754a @ 2026-02-04 18:58:23.000 = 60.038 (0),"{'signalid': UUID('f10d543c-14bb-44e2-8b41-c8dc4830754a'), 'value': np.float64(60.03849792480469), 'timestamp': np.uint64(639058283030000000), 'flags': <StateFlags.NORMAL: 0>, '_signalindexcache': <sttp.transport.signalindexcache.SignalIndexCache object at 0x000001F332B6B3B0>, '_includetime': True, '_usemillisecondresolution': True, '_basetimeoffsets': array([0, 0]), '_timeindex': 0, '_usingbasetimeoffset': False}",<sttp.metadata.record.measurement.MeasurementRecord object at 0x000001F331F00050>,"{'_signalid': UUID('f10d543c-14bb-44e2-8b41-c8dc4830754a'), '_adder': np.float64(0.0), '_multiplier': np.float64(1.0), '_id': np.uint64(477), '_source': 'PPA', '_signaltypename': 'UNKN', '_signaltype': <SignalType.UNKN: -1>, '_signalreference': '', '_pointtag': '', '_deviceacronym': '', '_description': '', '_updatedOn': datetime.datetime(1, 1, 1, 0, 0, tzinfo=datetime.timezone.utc), 'device': None, 'phasor': None}"
2026-02-04 18:58:18.929,1770231498.929610,2108,"datetime.datetime(2026, 2, 4, 18, 58, 23, tzinfo=datetime.timezone.utc)",np.float64(60.034297943115234),<StateFlags.NORMAL: 0>,UUID('d424d2b3-7d76-4aa0-b81f-4b002fabdb5b'),d424d2b3-7d76-4aa0-b81f-4b002fabdb5b @ 2026-02-04 18:58:23.000 = 60.034 (0),"{'signalid': UUID('d424d2b3-7d76-4aa0-b81f-4b002fabdb5b'), 'value': np.float64(60.034297943115234), 'timestamp': np.uint64(639058283030000000), 'flags': <StateFlags.NORMAL: 0>, '_signalindexcache': <sttp.transport.signalindexcache.SignalIndexCache object at 0x000001F332B6B3B0>, '_includetime': True, '_usemillisecondresolution': True, '_basetimeoffsets': array([0, 0]), '_timeindex': 0, '_usingbasetimeoffset': False}",<sttp.metadata.record.measurement.MeasurementRecord object at 0x000001F331F02A80>,"{'_signalid': UUID('d424d2b3-7d76-4aa0-b81f-4b002fabdb5b'), '_adder': np.float64(0.0), '_multiplier': np.float64(1.0), '_id': np.uint64(2108), '_source': 'PPA', '_signaltypename': 'UNKN', '_signaltype': <SignalType.UNKN: -1>, '_signalreference': '', '_pointtag': '', '_deviceacronym': '', '_description': '', '_updatedOn': datetime.datetime(1, 1, 1, 0, 0, tzinfo=datetime.timezone.utc), 'device': None, 'phasor': None}"
2026-02-04 18:58:18.929,1770231498.929610,2423,"datetime.datetime(2026, 2, 4, 18, 58, 22, 920000, tzinfo=datetime.timezone.utc)",np.float64(50.02229309082031),<StateFlags.NORMAL: 0>,UUID('9f7d2122-96d4-4858-8722-26dd2bd4777a'),9f7d2122-96d4-4858-8722-26dd2bd4777a @ 2026-02-04 18:58:22.920 = 50.022 (0),"{'signalid': UUID('9f7d2122-96d4-4858-8722-26dd2bd4777a'), 'value': np.float64(50.02229309082031), 'timestamp': np.uint64(639058283029200000), 'flags': <StateFlags.NORMAL: 0>, '_signalindexcache': <sttp.transport.signalindexcache.SignalIndexCache object at 0x000001F332B6B3B0>, '_includetime': True, '_usemillisecondresolution': True, '_basetimeoffsets': array([0, 0]), '_timeindex': 0, '_usingbasetimeoffset': False}",<sttp.metadata.record.measurement.MeasurementRecord object at 0x000001F331F029F0>,"{'_signalid': UUID('9f7d2122-96d4-4858-8722-26dd2bd4777a'), '_adder': np.float64(0.0), '_multiplier': np.float64(1.0), '_id': np.uint64(2423), '_source': 'PPA', '_signaltypename': 'UNKN', '_signaltype': <SignalType.UNKN: -1>, '_signalreference': '', '_pointtag': '', '_deviceacronym': '', '_description': '', '_updatedOn': datetime.datetime(1, 1, 1, 0, 0, tzinfo=datetime.timezone.utc), 'device': None, 'phasor': None}"
2026-02-04 18:58:18.929,1770231498.929610,477,"datetime.datetime(2026, 2, 4, 18, 58, 23, 16664, tzinfo=datetime.timezone.utc)",np.float64(60.0381965637207),<StateFlags.NORMAL: 0>,UUID('f10d543c-14bb-44e2-8b41-c8dc4830754a'),f10d543c-14bb-44e2-8b41-c8dc4830754a @ 2026-02-04 18:58:23.016 = 60.038 (0),"{'signalid': UUID('f10d543c-14bb-44e2-8b41-c8dc4830754a'), 'value': np.float64(60.0381965637207), 'timestamp': np.uint64(639058283030166667), 'flags': <StateFlags.NORMAL: 0>, '_signalindexcache': <sttp.transport.signalindexcache.SignalIndexCache object at 0x000001F332B6B3B0>, '_includetime': True, '_usemillisecondresolution': True, '_basetimeoffsets': array([0, 0]), '_timeindex': 0, '_usingbasetimeoffset': False}",<sttp.metadata.record.measurement.MeasurementRecord object at 0x000001F331F00050>,"{'_signalid': UUID('f10d543c-14bb-44e2-8b41-c8dc4830754a'), '_adder': np.float64(0.0), '_multiplier': np.float64(1.0), '_id': np.uint64(477), '_source': 'PPA', '_signaltypename': 'UNKN', '_signaltype': <SignalType.UNKN: -1>, '_signalreference': '', '_pointtag': '', '_deviceacronym': '', '_description': '', '_updatedOn': datetime.datetime(1, 1, 1, 0, 0, tzinfo=datetime.timezone.utc), 'device': None, 'phasor': None}"
2026-02-04 18:58:18.931,1770231498.931609,2108,"datetime.datetime(2026, 2, 4, 18, 58, 23, 16664, tzinfo=datetime.timezone.utc)",np.float64(60.03554153442383),<StateFlags.NORMAL: 0>,UUID('d424d2b3-7d76-4aa0-b81f-4b002fabdb5b'),d424d2b3-7d76-4aa0-b81f-4b002fabdb5b @ 2026-02-04 18:58:23.016 = 60.036 (0),"{'signalid': UUID('d424d2b3-7d76-4aa0-b81f-4b002fabdb5b'), 'value': np.float64(60.03554153442383), 'timestamp': np.uint64(639058283030166667), 'flags': <StateFlags.NORMAL: 0>, '_signalindexcache': <sttp.transport.signalindexcache.SignalIndexCache object at 0x000001F332B6B3B0>, '_includetime': True, '_usemillisecondresolution': True, '_basetimeoffsets': array([0, 0]), '_timeindex': 0, '_usingbasetimeoffset': False}",<sttp.metadata.record.measurement.MeasurementRecord object at 0x000001F331F02A80>,"{'_signalid': UUID('d424d2b3-7d76-4aa0-b81f-4b002fabdb5b'), '_adder': np.float64(0.0), '_multiplier': np.float64(1.0), '_id': np.uint64(2108), '_source': 'PPA', '_signaltypename': 'UNKN', '_signaltype': <SignalType.UNKN: -1>, '_signalreference': '', '_pointtag': '', '_deviceacronym': '', '_description': '', '_updatedOn': datetime.datetime(1, 1, 1, 0, 0, tzinfo=datetime.timezone.utc), 'device': None, 'phasor': None}"
2026-02-04 18:58:18.937,1770231498.937692,477,"datetime.datetime(2026, 2, 4, 18, 58, 23, 33328, tzinfo=datetime.timezone.utc)",np.float64(60.037925720214844),<StateFlags.NORMAL: 0>,UUID('f10d543c-14bb-44e2-8b41-c8dc4830754a'),f10d543c-14bb-44e2-8b41-c8dc4830754a @ 2026-02-04 18:58:23.033 = 60.038 (0),"{'signalid': UUID('f10d543c-14bb-44e2-8b41-c8dc4830754a'), 'value': np.float64(60.037925720214844), 'timestamp': np.uint64(639058283030333333), 'flags': <StateFlags.NORMAL: 0>, '_signalindexcache': <sttp.transport.signalindexcache.SignalIndexCache object at 0x000001F332B6B3B0>, '_includetime': True, '_usemillisecondresolution': True, '_basetimeoffsets': array([0, 0]), '_timeindex': 0, '_usingbasetimeoffset': False}",<sttp.metadata.record.measurement.MeasurementRecord object at 0x000001F331F00050>,"{'_signalid': UUID('f10d543c-14bb-44e2-8b41-c8dc4830754a'), '_adder': np.float64(0.0), '_multiplier': np.float64(1.0), '_id': np.uint64(477), '_source': 'PPA', '_signaltypename': 'UNKN', '_signaltype': <SignalType.UNKN: -1>, '_signalreference': '', '_pointtag': '', '_deviceacronym': '', '_description': '', '_updatedOn': datetime.datetime(1, 1, 1, 0, 0, tzinfo=datetime.timezone.utc), 'device': None, 'phasor': None}"
2026-02-04 18:58:18.938,1770231498.938694,2423,"datetime.datetime(2026, 2, 4, 18, 58, 22, 940008, tzinfo=datetime.timezone.utc)",np.float64(50.0259895324707),<StateFlags.NORMAL: 0>,UUID('9f7d2122-96d4-4858-8722-26dd2bd4777a'),9f7d2122-96d4-4858-8722-26dd2bd4777a @ 2026-02-04 18:58:22.940 = 50.026 (0),"{'signalid': UUID('9f7d2122-96d4-4858-8722-26dd2bd4777a'), 'value': np.float64(50.0259895324707), 'timestamp': np.uint64(639058283029400000), 'flags': <StateFlags.NORMAL: 0>, '_signalindexcache': <sttp.transport.signalindexcache.SignalIndexCache object at 0x000001F332B6B3B0>, '_includetime': True, '_usemillisecondresolution': True, '_basetimeoffsets': array([0, 0]), '_timeindex': 0, '_usingbasetimeoffset': False}",<sttp.metadata.record.measurement.MeasurementRecord object at 0x000001F331F029F0>,"{'_signalid': UUID('9f7d2122-96d4-4858-8722-26dd2bd4777a'), '_adder': np.float64(0.0), '_multiplier': np.float64(1.0), '_id': np.uint64(2423), '_source': 'PPA', '_signaltypename': 'UNKN', '_signaltype': <SignalType.UNKN: -1>, '_signalreference': '', '_pointtag': '', '_deviceacronym': '', '_description': '', '_updatedOn': datetime.datetime(1, 1, 1, 0, 0, tzinfo=datetime.timezone.utc), 'device': None, 'phasor': None}"
2026-02-04 18:58:18.946,1770231498.946210,2108,"datetime.datetime(2026, 2, 4, 18, 58, 23, 33328, tzinfo=datetime.timezone.utc)",np.float64(60.03630447387695),<StateFlags.NORMAL: 0>,UUID('d424d2b3-7d76-4aa0-b81f-4b002fabdb5b'),d424d2b3-7d76-4aa0-b81f-4b002fabdb5b @ 2026-02-04 18:58:23.033 = 60.036 (0),"{'signalid': UUID('d424d2b3-7d76-4aa0-b81f-4b002fabdb5b'), 'value': np.float64(60.03630447387695), 'timestamp': np.uint64(639058283030333333), 'flags': <StateFlags.NORMAL: 0>, '_signalindexcache': <sttp.transport.signalindexcache.SignalIndexCache object at 0x000001F332B6B3B0>, '_includetime': True, '_usemillisecondresolution': True, '_basetimeoffsets': array([0, 0]), '_timeindex': 0, '_usingbasetimeoffset': False}",<sttp.metadata.record.measurement.MeasurementRecord object at 0x000001F331F02A80>,"{'_signalid': UUID('d424d2b3-7d76-4aa0-b81f-4b002fabdb5b'), '_adder': np.float64(0.0), '_multiplier': np.float64(1.0), '_id': np.uint64(2108), '_source': 'PPA', '_signaltypename': 'UNKN', '_signaltype': <SignalType.UNKN: -1>, '_signalreference': '', '_pointtag': '', '_deviceacronym': '', '_description': '', '_updatedOn': datetime.datetime(1, 1, 1, 0, 0, tzinfo=datetime.timezone.utc), 'device': None, 'phasor': None}"
2026-02-04 18:58:18.954,1770231498.954719,477,"datetime.datetime(2026, 2, 4, 18, 58, 23, 50000, tzinfo=datetime.timezone.utc)",np.float64(60.037200927734375),<StateFlags.NORMAL: 0>,UUID('f10d543c-14bb-44e2-8b41-c8dc4830754a'),f10d543c-14bb-44e2-8b41-c8dc4830754a @ 2026-02-04 18:58:23.050 = 60.037 (0),"{'signalid': UUID('f10d543c-14bb-44e2-8b41-c8dc4830754a'), 'value': np.float64(60.037200927734375), 'timestamp': np.uint64(639058283030500000), 'flags': <StateFlags.NORMAL: 0>, '_signalindexcache': <sttp.transport.signalindexcache.SignalIndexCache object at 0x000001F332B6B3B0>, '_includetime': True, '_usemillisecondresolution': True, '_basetimeoffsets': array([0, 0]), '_timeindex': 0, '_usingbasetimeoffset': False}",<sttp.metadata.record.measurement.MeasurementRecord object at 0x000001F331F00050>,"{'_signalid': UUID('f10d543c-14bb-44e2-8b41-c8dc4830754a'), '_adder': np.float64(0.0), '_multiplier': np.float64(1.0), '_id': np.uint64(477), '_source': 'PPA', '_signaltypename': 'UNKN', '_signaltype': <SignalType.UNKN: -1>, '_signalreference': '', '_pointtag': '', '_deviceacronym': '', '_description': '', '_updatedOn': datetime.datetime(1, 1, 1, 0, 0, tzinfo=datetime.timezone.utc), 'device': None, 'phasor': None}"
2026-02-04 18:58:18.957,1770231498.957723,2423,"datetime.datetime(2026, 2, 4, 18, 58, 22, 960000, tzinfo=datetime.timezone.utc)",np.float64(50.0244140625),<StateFlags.NORMAL: 0>,UUID('9f7d2122-96d4-4858-8722-26dd2bd4777a'),9f7d2122-96d4-4858-8722-26dd2bd4777a @ 2026-02-04 18:58:22.960 = 50.024 (0),"{'signalid': UUID('9f7d2122-96d4-4858-8722-26dd2bd4777a'), 'value': np.float64(50.0244140625), 'timestamp': np.uint64(639058283029600000), 'flags': <StateFlags.NORMAL: 0>, '_signalindexcache': <sttp.transport.signalindexcache.SignalIndexCache object at 0x000001F332B6B3B0>, '_includetime': True, '_usemillisecondresolution': True, '_basetimeoffsets': array([0, 0]), '_timeindex': 0, '_usingbasetimeoffset': False}",<sttp.metadata.record.measurement.MeasurementRecord object at 0x000001F331F029F0>,"{'_signalid': UUID('9f7d2122-96d4-4858-8722-26dd2bd4777a'), '_adder': np.float64(0.0), '_multiplier': np.float64(1.0), '_id': np.uint64(2423), '_source': 'PPA', '_signaltypename': 'UNKN', '_signaltype': <SignalType.UNKN: -1>, '_signalreference': '', '_pointtag': '', '_deviceacronym': '', '_description': '', '_updatedOn': datetime.datetime(1, 1, 1, 0, 0, tzinfo=datetime.timezone.utc), 'device': None, 'phasor': None}"
2026-02-04 18:58:18.961,1770231498.961723,2108,"datetime.datetime(2026, 2, 4, 18, 58, 23, 50000, tzinfo=datetime.timezone.utc)",np.float64(60.035240173339844),<StateFlags.NORMAL: 0>,UUID('d424d2b3-7d76-4aa0-b81f-4b002fabdb5b'),d424d2b3-7d76-4aa0-b81f-4b002fabdb5b @ 2026-02-04 18:58:23.050 = 60.035 (0),"{'signalid': UUID('d424d2b3-7d76-4aa0-b81f-4b002fabdb5b'), 'value': np.float64(60.035240173339844), 'timestamp': np.uint64(639058283030500000), 'flags': <StateFlags.NORMAL: 0>, '_signalindexcache': <sttp.transport.signalindexcache.SignalIndexCache object at 0x000001F332B6B3B0>, '_includetime': True, '_usemillisecondresolution': True, '_basetimeoffsets': array([0, 0]), '_timeindex': 0, '_usingbasetimeoffset': False}",<sttp.metadata.record.measurement.MeasurementRecord object at 0x000001F331F02A80>,"{'_signalid': UUID('d424d2b3-7d76-4aa0-b81f-4b002fabdb5b'), '_adder': np.float64(0.0), '_multiplier': np.float64(1.0), '_id': np.uint64(2108), '_source': 'PPA', '_signaltypename': 'UNKN', '_signaltype': <SignalType.UNKN: -1>, '_signalreference': '', '_pointtag': '', '_deviceacronym': '', '_description': '', '_updatedOn': datetime.datetime(1, 1, 1, 0, 0, tzinfo=datetime.timezone.utc), 'device': None, 'phasor': None}"
2026-02-04 18:58:18.971,1770231498.971308,477,"datetime.datetime(2026, 2, 4, 18, 58, 23, 66664, tzinfo=datetime.timezone.utc)",np.float64(60.036643981933594),<StateFlags.NORMAL: 0>,UUID('f10d543c-14bb-44e2-8b41-c8dc4830754a'),f10d543c-14bb-44e2-8b41-c8dc4830754a @ 2026-02-04 18:58:23.066 = 60.037 (0),"{'signalid': UUID('f10d543c-14bb-44e2-8b41-c8dc4830754a'), 'value': np.float64(60.036643981933594), 'timestamp': np.uint64(639058283030666667), 'flags': <StateFlags.NORMAL: 0>, '_signalindexcache': <sttp.transport.signalindexcache.SignalIndexCache object at 0x000001F332B6B3B0>, '_includetime': True, '_usemillisecondresolution': True, '_basetimeoffsets': array([0, 0]), '_timeindex': 0, '_usingbasetimeoffset': False}",<sttp.metadata.record.measurement.MeasurementRecord object at 0x000001F331F00050>,"{'_signalid': UUID('f10d543c-14bb-44e2-8b41-c8dc4830754a'), '_adder': np.float64(0.0), '_multiplier': np.float64(1.0), '_id': np.uint64(477), '_source': 'PPA', '_signaltypename': 'UNKN', '_signaltype': <SignalType.UNKN: -1>, '_signalreference': '', '_pointtag': '', '_deviceacronym': '', '_description': '', '_updatedOn': datetime.datetime(1, 1, 1, 0, 0, tzinfo=datetime.timezone.utc), 'device': None, 'phasor': None}"
2026-02-04 18:58:18.977,1770231498.977823,2423,"datetime.datetime(2026, 2, 4, 18, 58, 22, 979992, tzinfo=datetime.timezone.utc)",np.float64(50.0202522277832),<StateFlags.NORMAL: 0>,UUID('9f7d2122-96d4-4858-8722-26dd2bd4777a'),9f7d2122-96d4-4858-8722-26dd2bd4777a @ 2026-02-04 18:58:22.979 = 50.020 (0),"{'signalid': UUID('9f7d2122-96d4-4858-8722-26dd2bd4777a'), 'value': np.float64(50.0202522277832), 'timestamp': np.uint64(639058283029800000), 'flags': <StateFlags.NORMAL: 0>, '_signalindexcache': <sttp.transport.signalindexcache.SignalIndexCache object at 0x000001F332B6B3B0>, '_includetime': True, '_usemillisecondresolution': True, '_basetimeoffsets': array([0, 0]), '_timeindex': 0, '_usingbasetimeoffset': False}",<sttp.metadata.record.measurement.MeasurementRecord object at 0x000001F331F029F0>,"{'_signalid': UUID('9f7d2122-96d4-4858-8722-26dd2bd4777a'), '_adder': np.float64(0.0), '_multiplier': np.float64(1.0), '_id': np.uint64(2423), '_source': 'PPA', '_signaltypename': 'UNKN', '_signaltype': <SignalType.UNKN: -1>, '_signalreference': '', '_pointtag': '', '_deviceacronym': '', '_description': '', '_updatedOn': datetime.datetime(1, 1, 1, 0, 0, tzinfo=datetime.timezone.utc), 'device': None, 'phasor': None}"
