window_start_utc,window_end_utc,ppa,utc_measurement,utc_arrival,delta_ms,value,flags
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,2108,2026-02-04 18:59:04.083,2026-02-04 18:59:00.002,-4080.393,59.99091339111328,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,477,2026-02-04 18:59:04.099,2026-02-04 18:59:00.040,-4058.275,59.99141311645508,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,2108,2026-02-04 18:59:04.099,2026-02-04 18:59:00.042,-4056.769,59.98960876464844,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,2423,2026-02-04 18:59:04.019,2026-02-04 18:59:00.042,-3976.769,50.021793365478516,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,477,2026-02-04 18:59:04.116,2026-02-04 18:59:00.042,-4073.777,59.99168395996094,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,2108,2026-02-04 18:59:04.116,2026-02-04 18:59:00.042,-4073.777,59.98883056640625,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,477,2026-02-04 18:59:04.133,2026-02-04 18:59:00.043,-4089.768,59.99222183227539,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,2423,2026-02-04 18:59:04.039,2026-02-04 18:59:00.043,-3995.768,50.022953033447266,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,2108,2026-02-04 18:59:04.133,2026-02-04 18:59:00.046,-4086.770,59.991004943847656,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,477,2026-02-04 18:59:04.149,2026-02-04 18:59:00.054,-4094.255,59.99229431152344,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,2423,2026-02-04 18:59:04.059,2026-02-04 18:59:00.058,-4000.734,50.024539947509766,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,2108,2026-02-04 18:59:04.149,2026-02-04 18:59:00.063,-4085.669,59.99367141723633,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,477,2026-02-04 18:59:04.166,2026-02-04 18:59:00.072,-4093.662,59.99192810058594,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,2423,2026-02-04 18:59:04.079,2026-02-04 18:59:00.087,-3991.119,50.023136138916016,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,2108,2026-02-04 18:59:04.166,2026-02-04 18:59:00.088,-4077.119,59.992103576660156,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,477,2026-02-04 18:59:04.183,2026-02-04 18:59:00.089,-4093.120,59.992191314697266,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,2108,2026-02-04 18:59:04.183,2026-02-04 18:59:00.095,-4087.599,59.99128723144531,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,2423,2026-02-04 18:59:04.099,2026-02-04 18:59:00.098,-4000.590,50.0212516784668,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,477,2026-02-04 18:59:04.199,2026-02-04 18:59:00.106,-4092.085,59.993106842041016,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,2108,2026-02-04 18:59:04.199,2026-02-04 18:59:00.113,-4085.572,59.99360656738281,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,2423,2026-02-04 18:59:04.119,2026-02-04 18:59:00.120,-3998.941,50.02204513549805,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,477,2026-02-04 18:59:04.216,2026-02-04 18:59:00.122,-4093.341,59.993465423583984,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,2108,2026-02-04 18:59:04.216,2026-02-04 18:59:00.129,-4086.927,59.99440383911133,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,2423,2026-02-04 18:59:04.139,2026-02-04 18:59:00.138,-4000.867,50.022762298583984,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,477,2026-02-04 18:59:04.233,2026-02-04 18:59:00.138,-4094.867,59.99324417114258,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,2108,2026-02-04 18:59:04.233,2026-02-04 18:59:00.145,-4087.476,59.994407653808594,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,477,2026-02-04 18:59:04.249,2026-02-04 18:59:00.154,-4094.324,59.99258804321289,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,2423,2026-02-04 18:59:04.159,2026-02-04 18:59:00.158,-4000.611,50.02301788330078,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,2108,2026-02-04 18:59:04.249,2026-02-04 18:59:00.162,-4086.597,59.99003601074219,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,477,2026-02-04 18:59:04.266,2026-02-04 18:59:00.170,-4095.137,59.991729736328125,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,2423,2026-02-04 18:59:04.179,2026-02-04 18:59:00.177,-4001.627,50.02397537231445,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,2108,2026-02-04 18:59:04.266,2026-02-04 18:59:00.178,-4087.627,59.98721694946289,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,477,2026-02-04 18:59:04.283,2026-02-04 18:59:00.187,-4095.113,59.99138259887695,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,2108,2026-02-04 18:59:04.283,2026-02-04 18:59:00.195,-4087.599,59.99412536621094,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,2423,2026-02-04 18:59:04.199,2026-02-04 18:59:00.197,-4001.609,50.0242919921875,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,477,2026-02-04 18:59:04.299,2026-02-04 18:59:00.204,-4094.316,59.991554260253906,0
2026-02-04 18:59:00.000,2026-02-04 18:59:10.000,2108,2026-02-04 18:59:04.299,2026-02-04 18:59:00.212,-4086.806,59.99827194213867,0
