window_start_utc,window_end_utc,ppa,utc_measurement,utc_arrival,delta_ms,value,flags
2026-02-04 18:56:50.000,2026-02-04 18:57:00.000,2108,2026-02-04 18:56:54.099,2026-02-04 18:56:50.012,-4087.636,60.034339904785156,0
2026-02-04 18:56:50.000,2026-02-04 18:57:00.000,2108,2026-02-04 18:56:54.116,2026-02-04 18:56:50.029,-4087.290,60.0313606262207,0
2026-02-04 18:56:50.000,2026-02-04 18:57:00.000,2108,2026-02-04 18:56:54.133,2026-02-04 18:56:50.045,-4087.420,60.03821563720703,0
2026-02-04 18:56:50.000,2026-02-04 18:57:00.000,2108,2026-02-04 18:56:54.150,2026-02-04 18:56:50.062,-4087.574,60.04154586791992,0
2026-02-04 18:56:50.000,2026-02-04 18:57:00.000,2108,2026-02-04 18:56:54.166,2026-02-04 18:56:50.079,-4087.457,60.03542709350586,0
2026-02-04 18:56:50.000,2026-02-04 18:57:00.000,2108,2026-02-04 18:56:54.183,2026-02-04 18:56:50.098,-4084.517,60.03286361694336,0
2026-02-04 18:56:50.000,2026-02-04 18:57:00.000,2108,2026-02-04 18:56:54.200,2026-02-04 18:56:50.113,-4086.660,60.03681182861328,0
2026-02-04 18:56:50.000,2026-02-04 18:57:00.000,2108,2026-02-04 18:56:54.216,2026-02-04 18:56:50.128,-4087.763,60.039772033691406,0
2026-02-04 18:56:50.000,2026-02-04 18:57:00.000,2108,2026-02-04 18:56:54.233,2026-02-04 18:56:50.145,-4087.483,60.0360221862793,0
2026-02-04 18:56:50.000,2026-02-04 18:57:00.000,2108,2026-02-04 18:56:54.250,2026-02-04 18:56:50.162,-4087.074,60.02961730957031,0
2026-02-04 18:56:50.000,2026-02-04 18:57:00.000,2108,2026-02-04 18:56:54.266,2026-02-04 18:56:50.179,-4086.854,60.03200912475586,0
2026-02-04 18:56:50.000,2026-02-04 18:57:00.000,2108,2026-02-04 18:56:54.283,2026-02-04 18:56:50.195,-4087.739,60.03924560546875,0
2026-02-04 18:56:50.000,2026-02-04 18:57:00.000,2108,2026-02-04 18:56:54.300,2026-02-04 18:56:50.213,-4086.910,60.04043960571289,0
2026-02-04 18:56:50.000,2026-02-04 18:57:00.000,2108,2026-02-04 18:56:54.316,2026-02-04 18:56:50.229,-4087.186,60.036869049072266,0
2026-02-04 18:56:50.000,2026-02-04 18:57:00.000,2108,2026-02-04 18:56:54.333,2026-02-04 18:56:50.245,-4087.569,60.031551361083984,0
2026-02-04 18:56:50.000,2026-02-04 18:57:00.000,2108,2026-02-04 18:56:54.350,2026-02-04 18:56:50.262,-4087.160,60.03085708618164,0
