window_start_utc,window_end_utc,ppa,utc_measurement,utc_arrival,delta_ms,value,flags
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,15984,2026-02-04 17:07:29.949,2026-02-04 17:07:30.000,51.123,50.0,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,15882,2026-02-04 17:07:29.949,2026-02-04 17:07:30.005,56.125,50.0,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,16188,2026-02-04 17:07:29.949,2026-02-04 17:07:30.005,56.125,50.0,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,22270,2026-02-04 17:07:29.966,2026-02-04 17:07:30.005,39.125,60.0,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,22678,2026-02-04 17:07:29.966,2026-02-04 17:07:30.006,40.125,59.979347229003906,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,22372,2026-02-04 17:07:29.966,2026-02-04 17:07:30.006,40.125,60.0,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,22066,2026-02-04 17:07:29.966,2026-02-04 17:07:30.006,40.125,60.0,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,22576,2026-02-04 17:07:29.966,2026-02-04 17:07:30.006,40.125,59.991180419921875,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,22474,2026-02-04 17:07:29.966,2026-02-04 17:07:30.007,41.124,59.98812484741211,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,22780,2026-02-04 17:07:29.966,2026-02-04 17:07:30.007,41.124,59.991268157958984,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,22168,2026-02-04 17:07:29.966,2026-02-04 17:07:30.007,41.124,60.0,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,16290,2026-02-04 17:07:29.959,2026-02-04 17:07:30.008,49.126,49.97547149658203,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,16596,2026-02-04 17:07:29.959,2026-02-04 17:07:30.009,50.123,49.9642448425293,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,16392,2026-02-04 17:07:29.959,2026-02-04 17:07:30.009,50.123,49.97597885131836,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,16086,2026-02-04 17:07:29.959,2026-02-04 17:07:30.009,50.123,50.0,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,16494,2026-02-04 17:07:29.959,2026-02-04 17:07:30.010,51.124,49.96596908569336,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,15984,2026-02-04 17:07:29.959,2026-02-04 17:07:30.010,51.124,50.0,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,15882,2026-02-04 17:07:29.959,2026-02-04 17:07:30.010,51.124,50.0,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,16188,2026-02-04 17:07:29.959,2026-02-04 17:07:30.011,52.126,50.0,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,22270,2026-02-04 17:07:29.974,2026-02-04 17:07:30.011,37.126,60.0,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,22678,2026-02-04 17:07:29.974,2026-02-04 17:07:30.013,39.123,59.979366302490234,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,22372,2026-02-04 17:07:29.974,2026-02-04 17:07:30.013,39.123,60.0,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,22066,2026-02-04 17:07:29.974,2026-02-04 17:07:30.014,40.124,60.0,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,22474,2026-02-04 17:07:29.974,2026-02-04 17:07:30.014,40.124,59.992313385009766,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,22168,2026-02-04 17:07:29.974,2026-02-04 17:07:30.014,40.124,60.0,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,22780,2026-02-04 17:07:29.974,2026-02-04 17:07:30.015,41.122,59.99471664428711,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,22576,2026-02-04 17:07:29.974,2026-02-04 17:07:30.015,41.122,59.98927307128906,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,16086,2026-02-04 17:07:29.969,2026-02-04 17:07:30.017,48.132,50.0,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,16290,2026-02-04 17:07:29.969,2026-02-04 17:07:30.019,50.132,49.973045349121094,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,16596,2026-02-04 17:07:29.969,2026-02-04 17:07:30.019,50.132,49.96623992919922,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,16392,2026-02-04 17:07:29.969,2026-02-04 17:07:30.019,50.132,49.9765510559082,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,16494,2026-02-04 17:07:29.969,2026-02-04 17:07:30.019,50.132,49.966644287109375,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,15984,2026-02-04 17:07:29.969,2026-02-04 17:07:30.020,51.132,50.0,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,15882,2026-02-04 17:07:29.969,2026-02-04 17:07:30.020,51.132,50.0,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,16188,2026-02-04 17:07:29.969,2026-02-04 17:07:30.020,51.132,50.0,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,22270,2026-02-04 17:07:29.982,2026-02-04 17:07:30.020,38.125,60.0,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,22678,2026-02-04 17:07:29.982,2026-02-04 17:07:30.021,39.125,59.96090316772461,0
2026-02-04 17:07:30.000,2026-02-04 17:07:40.000,22372,2026-02-04 17:07:29.982,2026-02-04 17:07:30.021,39.125,60.0,0
