window_start_utc,window_end_utc,ppa,utc_measurement,utc_arrival,delta_ms,value,flags
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,15882,2026-02-04 17:06:29.949,2026-02-04 17:06:30.000,50.854,50.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16188,2026-02-04 17:06:29.949,2026-02-04 17:06:30.007,57.857,50.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16596,2026-02-04 17:06:29.949,2026-02-04 17:06:30.007,57.857,49.950870513916016,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16290,2026-02-04 17:06:29.949,2026-02-04 17:06:30.008,58.855,49.946144104003906,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16392,2026-02-04 17:06:29.949,2026-02-04 17:06:30.008,58.855,49.9478645324707,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16494,2026-02-04 17:06:29.949,2026-02-04 17:06:30.008,58.855,49.94342803955078,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,22270,2026-02-04 17:06:29.965,2026-02-04 17:06:30.009,43.854,60.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,22372,2026-02-04 17:06:29.965,2026-02-04 17:06:30.009,43.854,60.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,22678,2026-02-04 17:06:29.965,2026-02-04 17:06:30.009,43.854,60.03168487548828,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,22066,2026-02-04 17:06:29.965,2026-02-04 17:06:30.009,43.854,60.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,22168,2026-02-04 17:06:29.965,2026-02-04 17:06:30.010,44.855,60.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,22576,2026-02-04 17:06:29.965,2026-02-04 17:06:30.010,44.855,60.02997589111328,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,22474,2026-02-04 17:06:29.965,2026-02-04 17:06:30.010,44.855,60.01907730102539,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,22780,2026-02-04 17:06:29.965,2026-02-04 17:06:30.010,44.855,60.029170989990234,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16086,2026-02-04 17:06:29.959,2026-02-04 17:06:30.010,50.855,50.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,15984,2026-02-04 17:06:29.959,2026-02-04 17:06:30.010,50.855,50.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,15882,2026-02-04 17:06:29.959,2026-02-04 17:06:30.010,50.855,50.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16290,2026-02-04 17:06:29.959,2026-02-04 17:06:30.011,51.856,49.939964294433594,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16596,2026-02-04 17:06:29.959,2026-02-04 17:06:30.011,51.856,49.95338439941406,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16392,2026-02-04 17:06:29.959,2026-02-04 17:06:30.012,52.854,49.94464111328125,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16494,2026-02-04 17:06:29.959,2026-02-04 17:06:30.013,53.853,49.94770812988281,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16188,2026-02-04 17:06:29.959,2026-02-04 17:06:30.013,53.853,50.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16086,2026-02-04 17:06:29.969,2026-02-04 17:06:30.017,47.862,50.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,15984,2026-02-04 17:06:29.969,2026-02-04 17:06:30.018,48.862,50.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,15882,2026-02-04 17:06:29.969,2026-02-04 17:06:30.018,48.862,50.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16596,2026-02-04 17:06:29.969,2026-02-04 17:06:30.020,50.864,49.96147537231445,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16188,2026-02-04 17:06:29.969,2026-02-04 17:06:30.020,50.864,50.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16494,2026-02-04 17:06:29.969,2026-02-04 17:06:30.021,51.864,49.96145248413086,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16392,2026-02-04 17:06:29.969,2026-02-04 17:06:30.021,51.864,49.9524040222168,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16290,2026-02-04 17:06:29.969,2026-02-04 17:06:30.021,51.864,49.94776916503906,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16086,2026-02-04 17:06:29.979,2026-02-04 17:06:30.030,50.868,50.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,15984,2026-02-04 17:06:29.979,2026-02-04 17:06:30.035,55.857,50.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,22270,2026-02-04 17:06:29.974,2026-02-04 17:06:30.036,61.862,60.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,15882,2026-02-04 17:06:29.979,2026-02-04 17:06:30.036,56.862,50.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,22372,2026-02-04 17:06:29.974,2026-02-04 17:06:30.037,62.857,60.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,22678,2026-02-04 17:06:29.974,2026-02-04 17:06:30.038,63.858,60.019813537597656,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16290,2026-02-04 17:06:29.979,2026-02-04 17:06:30.038,58.858,49.960540771484375,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16596,2026-02-04 17:06:29.979,2026-02-04 17:06:30.038,58.858,49.9688720703125,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,22066,2026-02-04 17:06:29.974,2026-02-04 17:06:30.039,64.857,60.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,22168,2026-02-04 17:06:29.974,2026-02-04 17:06:30.039,64.857,60.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,22576,2026-02-04 17:06:29.974,2026-02-04 17:06:30.039,64.857,60.01705551147461,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,22474,2026-02-04 17:06:29.974,2026-02-04 17:06:30.040,65.858,60.01456069946289,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16392,2026-02-04 17:06:29.979,2026-02-04 17:06:30.040,60.858,49.95901870727539,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,22780,2026-02-04 17:06:29.974,2026-02-04 17:06:30.040,65.858,60.01887130737305,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16188,2026-02-04 17:06:29.979,2026-02-04 17:06:30.041,61.856,50.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,22270,2026-02-04 17:06:29.982,2026-02-04 17:06:30.041,58.856,60.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16494,2026-02-04 17:06:29.979,2026-02-04 17:06:30.041,61.856,49.97043228149414,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,22372,2026-02-04 17:06:29.982,2026-02-04 17:06:30.041,58.856,60.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,22678,2026-02-04 17:06:29.982,2026-02-04 17:06:30.042,59.855,59.99451446533203,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,22066,2026-02-04 17:06:29.982,2026-02-04 17:06:30.042,59.855,60.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,22168,2026-02-04 17:06:29.982,2026-02-04 17:06:30.042,59.855,60.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,22474,2026-02-04 17:06:29.982,2026-02-04 17:06:30.042,59.855,59.999263763427734,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,22780,2026-02-04 17:06:29.982,2026-02-04 17:06:30.042,59.855,59.99306106567383,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16086,2026-02-04 17:06:29.989,2026-02-04 17:06:30.043,53.855,50.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,22576,2026-02-04 17:06:29.982,2026-02-04 17:06:30.043,60.855,59.990699768066406,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,15984,2026-02-04 17:06:29.989,2026-02-04 17:06:30.043,53.855,50.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,15882,2026-02-04 17:06:29.989,2026-02-04 17:06:30.043,53.855,50.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16188,2026-02-04 17:06:29.989,2026-02-04 17:06:30.043,53.855,50.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16596,2026-02-04 17:06:29.989,2026-02-04 17:06:30.043,53.855,49.96322250366211,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16290,2026-02-04 17:06:29.989,2026-02-04 17:06:30.043,53.855,49.9605827331543,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16392,2026-02-04 17:06:29.989,2026-02-04 17:06:30.044,54.856,49.958011627197266,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,16494,2026-02-04 17:06:29.989,2026-02-04 17:06:30.044,54.856,49.96318817138672,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,22270,2026-02-04 17:06:29.990,2026-02-04 17:06:30.050,59.857,60.0,0
2026-02-04 17:06:30.000,2026-02-04 17:06:40.000,22372,2026-02-04 17:06:29.990,2026-02-04 17:06:30.051,60.856,60.0,0
