window_start_utc,window_end_utc,ppa,utc_measurement,utc_arrival,delta_ms,value,flags
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,15882,2026-02-04 16:53:29.949,2026-02-04 16:53:30.004,54.108,50.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16086,2026-02-04 16:53:29.949,2026-02-04 16:53:30.006,56.108,50.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22066,2026-02-04 16:53:29.957,2026-02-04 16:53:30.006,48.107,60.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22780,2026-02-04 16:53:29.957,2026-02-04 16:53:30.006,48.107,60.031959533691406,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22576,2026-02-04 16:53:29.957,2026-02-04 16:53:30.007,49.106,60.03843307495117,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16290,2026-02-04 16:53:29.949,2026-02-04 16:53:30.007,57.106,50.01366424560547,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16596,2026-02-04 16:53:29.949,2026-02-04 16:53:30.007,57.106,50.01689529418945,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16494,2026-02-04 16:53:29.949,2026-02-04 16:53:30.007,57.106,50.01185989379883,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16392,2026-02-04 16:53:29.949,2026-02-04 16:53:30.008,58.106,50.010902404785156,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22270,2026-02-04 16:53:29.965,2026-02-04 16:53:30.008,42.106,60.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22474,2026-02-04 16:53:29.965,2026-02-04 16:53:30.008,42.106,60.038272857666016,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22168,2026-02-04 16:53:29.965,2026-02-04 16:53:30.008,42.106,60.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22372,2026-02-04 16:53:29.965,2026-02-04 16:53:30.009,43.108,60.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22678,2026-02-04 16:53:29.965,2026-02-04 16:53:30.009,43.108,60.05143737792969,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22066,2026-02-04 16:53:29.965,2026-02-04 16:53:30.009,43.108,60.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22576,2026-02-04 16:53:29.965,2026-02-04 16:53:30.009,43.108,60.0488395690918,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22780,2026-02-04 16:53:29.965,2026-02-04 16:53:30.009,43.108,60.046043395996094,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,15984,2026-02-04 16:53:29.959,2026-02-04 16:53:30.009,49.115,50.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16188,2026-02-04 16:53:29.959,2026-02-04 16:53:30.009,49.115,50.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,15882,2026-02-04 16:53:29.959,2026-02-04 16:53:30.010,50.115,50.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16086,2026-02-04 16:53:29.959,2026-02-04 16:53:30.010,50.115,50.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16392,2026-02-04 16:53:29.959,2026-02-04 16:53:30.010,50.115,49.999176025390625,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22270,2026-02-04 16:53:29.974,2026-02-04 16:53:30.012,37.113,60.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16290,2026-02-04 16:53:29.959,2026-02-04 16:53:30.012,52.113,49.995147705078125,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16494,2026-02-04 16:53:29.959,2026-02-04 16:53:30.012,52.113,50.003501892089844,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22168,2026-02-04 16:53:29.974,2026-02-04 16:53:30.012,37.113,60.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16596,2026-02-04 16:53:29.959,2026-02-04 16:53:30.012,52.113,50.00612258911133,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22372,2026-02-04 16:53:29.974,2026-02-04 16:53:30.013,38.115,60.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22678,2026-02-04 16:53:29.974,2026-02-04 16:53:30.014,39.113,60.05667495727539,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22066,2026-02-04 16:53:29.974,2026-02-04 16:53:30.014,39.113,60.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22576,2026-02-04 16:53:29.974,2026-02-04 16:53:30.016,41.115,60.04501724243164,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22780,2026-02-04 16:53:29.974,2026-02-04 16:53:30.016,41.115,60.0473518371582,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22474,2026-02-04 16:53:29.974,2026-02-04 16:53:30.016,41.115,60.035335540771484,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,15984,2026-02-04 16:53:29.969,2026-02-04 16:53:30.018,48.105,50.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16188,2026-02-04 16:53:29.969,2026-02-04 16:53:30.019,49.107,50.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,15882,2026-02-04 16:53:29.969,2026-02-04 16:53:30.019,49.107,50.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16086,2026-02-04 16:53:29.969,2026-02-04 16:53:30.020,50.107,50.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16596,2026-02-04 16:53:29.969,2026-02-04 16:53:30.021,51.108,50.00577163696289,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16392,2026-02-04 16:53:29.969,2026-02-04 16:53:30.021,51.108,50.01067352294922,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16494,2026-02-04 16:53:29.969,2026-02-04 16:53:30.022,52.107,50.00454330444336,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22270,2026-02-04 16:53:29.982,2026-02-04 16:53:30.022,39.114,60.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22168,2026-02-04 16:53:29.982,2026-02-04 16:53:30.022,39.114,60.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22372,2026-02-04 16:53:29.982,2026-02-04 16:53:30.022,39.114,60.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16290,2026-02-04 16:53:29.969,2026-02-04 16:53:30.023,53.108,50.00386428833008,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22678,2026-02-04 16:53:29.982,2026-02-04 16:53:30.023,40.116,60.03146743774414,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22066,2026-02-04 16:53:29.982,2026-02-04 16:53:30.024,41.114,60.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22576,2026-02-04 16:53:29.982,2026-02-04 16:53:30.024,41.114,60.0280876159668,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22780,2026-02-04 16:53:29.982,2026-02-04 16:53:30.025,42.116,60.03643035888672,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22474,2026-02-04 16:53:29.982,2026-02-04 16:53:30.025,42.116,60.024715423583984,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,15984,2026-02-04 16:53:29.979,2026-02-04 16:53:30.030,50.107,50.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16188,2026-02-04 16:53:29.979,2026-02-04 16:53:30.030,50.107,50.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,15882,2026-02-04 16:53:29.979,2026-02-04 16:53:30.030,50.107,50.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16086,2026-02-04 16:53:29.979,2026-02-04 16:53:30.030,50.107,50.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16596,2026-02-04 16:53:29.979,2026-02-04 16:53:30.031,51.109,50.01609420776367,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16290,2026-02-04 16:53:29.979,2026-02-04 16:53:30.032,52.106,50.026832580566406,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22270,2026-02-04 16:53:29.990,2026-02-04 16:53:30.032,41.114,60.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22168,2026-02-04 16:53:29.990,2026-02-04 16:53:30.032,41.114,60.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22372,2026-02-04 16:53:29.990,2026-02-04 16:53:30.032,41.114,60.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22678,2026-02-04 16:53:29.990,2026-02-04 16:53:30.032,41.114,60.01118087768555,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22066,2026-02-04 16:53:29.990,2026-02-04 16:53:30.032,41.114,60.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22474,2026-02-04 16:53:29.990,2026-02-04 16:53:30.033,42.113,60.02019500732422,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22576,2026-02-04 16:53:29.990,2026-02-04 16:53:30.033,42.113,60.01290512084961,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22780,2026-02-04 16:53:29.990,2026-02-04 16:53:30.033,42.113,60.02315902709961,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16494,2026-02-04 16:53:29.979,2026-02-04 16:53:30.033,53.105,50.01230239868164,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16392,2026-02-04 16:53:29.979,2026-02-04 16:53:30.033,53.105,50.03010559082031,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22270,2026-02-04 16:53:29.999,2026-02-04 16:53:30.038,38.113,60.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22168,2026-02-04 16:53:29.999,2026-02-04 16:53:30.038,38.113,60.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22372,2026-02-04 16:53:29.999,2026-02-04 16:53:30.038,38.113,60.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22678,2026-02-04 16:53:29.999,2026-02-04 16:53:30.040,40.112,60.01687240600586,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22066,2026-02-04 16:53:29.999,2026-02-04 16:53:30.040,40.112,60.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,15984,2026-02-04 16:53:29.989,2026-02-04 16:53:30.040,50.104,50.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16188,2026-02-04 16:53:29.989,2026-02-04 16:53:30.040,50.104,50.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,15882,2026-02-04 16:53:29.989,2026-02-04 16:53:30.040,50.104,50.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16086,2026-02-04 16:53:29.989,2026-02-04 16:53:30.040,50.104,50.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16290,2026-02-04 16:53:29.989,2026-02-04 16:53:30.041,51.107,50.03083419799805,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22474,2026-02-04 16:53:29.999,2026-02-04 16:53:30.041,41.115,60.02774429321289,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22576,2026-02-04 16:53:29.999,2026-02-04 16:53:30.041,41.115,60.016082763671875,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22780,2026-02-04 16:53:29.999,2026-02-04 16:53:30.041,41.115,60.02549362182617,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16494,2026-02-04 16:53:29.989,2026-02-04 16:53:30.041,51.107,50.015018463134766,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16596,2026-02-04 16:53:29.989,2026-02-04 16:53:30.042,52.105,50.020259857177734,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,16392,2026-02-04 16:53:29.989,2026-02-04 16:53:30.042,52.105,50.032527923583984,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22270,2026-02-04 16:53:30.007,2026-02-04 16:53:30.046,38.113,60.0,0
2026-02-04 16:53:30.000,2026-02-04 16:53:40.000,22168,2026-02-04 16:53:30.007,2026-02-04 16:53:30.047,39.115,60.0,0
